Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cyprus,CYP,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.25752785,35.90963434,36.45373557,37.02314376,37.57344808,38.11410639,38.65378688,39.19409821,39.73641109,40.27698532,41.4684097,41.97198997,42.26710455,42.0823921,41.9597345,42.57818631,43.14875904,43.37676193,44.2841998,44.81700548,44.9208413,44.70335194,44.9053774,45.85211595,46.26550473,45.9617098,46.06896662,45.97162624,45.63614529,45.13258884,45.34443172,45.80978508,46.27804438
Czechia,CZE,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.45895211,44.42068784,44.3807503,44.40131232,44.22916409,43.95978849,44.03937852,44.17217669,44.3008314,44.29836886,44.25092296,44.07768158,44.15852786,44.06789013,43.97195222,43.92790737,43.56808822,43.34598856,43.36694893,43.31262584,43.5488457,43.75730494,44.04372086,43.96368513,44.18995834,44.3219459,44.43686314,44.57921868,44.53089911,44.29768653,44.40546301,44.55757971,44.10426834
Germany,DEU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4301299,42.62442158,42.61974843,42.81395129,42.98128086,43.15370851,43.39136945,43.56475071,43.90610784,44.10872367,44.49238528,44.70233235,44.99449684,45.05745105,45.31530663,45.63010354,45.80522758,45.76799326,45.92317806,45.95373204,46.13202378,46.10049098,46.28170126,46.33238802,46.42275199,46.54151601,46.58745055,46.56615752,46.60135999,46.70542346,46.71056524,46.70145473,46.68396777
Djibouti,DJI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8105321,20.96458485,21.21580594,21.44235884,21.58963685,21.81130582,21.94094011,22.02879633,22.17636574,22.4286244,22.59067605,22.83845673,23.15854649,23.5033709,23.8533184,24.42915216,25.02108792,25.62961072,26.23265396,26.80028169,27.11444415,27.37628329,27.59841569,27.8294504,28.09297803,28.24802749,28.49046404,28.77622879,29.03931525,28.93221936,29.39092395,29.1318454,29.28972782
Dominica,DMA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.46848035,46.79333975,46.88876923,46.23228623,45.40472732,45.99704153,46.02863825,46.58690829,46.54361887,46.85499078,46.67811834,46.7573951,46.45560935,46.63386774,46.82298281,47.02179821,46.94495569,46.79046565,47.06712591,47.06923579,47.17189735,47.34968489,47.55609053,47.18114448,46.88146292,47.28815445,47.25801493,47.12317058,47.0326157,47.09168854,46.94869546,47.39565925,47.29481091
Dominican Republic,DOM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.16129159,31.806003,32.20973644,32.21423365,32.33562975,32.48732268,32.8425392,33.08285334,33.28722643,33.41742581,32.83213933,34.0627592,33.91549014,33.80480141,34.52804828,34.84605601,34.65525362,35.82866155,34.63429189,36.31231353,37.1434605,37.67787911,37.71527772,37.82000017,38.58194536,38.87062446,39.10921799,39.2709257,40.16052607,39.18803789,40.37887742,39.91716543,40.63350279
Algeria,DZA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2817163,12.37571598,12.43247613,12.52737819,12.71093643,12.89422211,13.10137295,13.32810984,13.57631211,13.82894896,14.08830407,14.35356115,14.62230728,14.89565646,15.17682588,15.46424632,15.76123726,16.06680481,16.38081564,16.54327213,17.42538387,18.3385409,18.71377939,17.8314945,19.04698138,19.73354322,19.60059928,19.46606633,19.35090439,19.237676,19.72832791,19.21105064,19.52760896
East Asia & Pacific (excluding high income),EAP,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.84455739,44.84228359,44.78590008,44.77468738,44.7577819,44.74179003,44.68336348,44.6942051,44.64651188,44.59978484,44.41497673,44.24910085,44.15253562,43.96885346,43.90027438,43.79961367,43.87460837,43.78962254,43.70482656,43.62378935,43.65980305,43.6941793,43.71436524,43.76760056,43.82671236,43.88362199,43.95728544,44.06320074,44.16346437,44.07963741,44.3714884,44.18036466,44.15187359
Early-demographic dividend,EAR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.16990881,29.31200362,29.30195063,29.57847218,29.61400714,29.7155806,29.80219749,29.97131135,30.0460801,30.06229371,30.09114495,30.09167351,30.25233054,30.34817984,30.5300073,30.5216832,30.6886249,30.60950583,30.66495301,30.61603813,30.52211594,30.48862134,30.53355529,30.61954812,30.81976769,30.98019295,31.11383668,31.19134334,31.34135559,31.09940224,31.45934694,31.64698812,32.7778634
East Asia & Pacific,EAS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.37005021,44.3595345,44.2986143,44.30143792,44.29850555,44.29775805,44.27144379,44.27308593,44.24344072,44.22922577,44.09219143,43.95174709,43.8723503,43.73542943,43.69269876,43.61800287,43.68980963,43.62906169,43.56663783,43.50305951,43.54359166,43.58474338,43.6320495,43.70100355,43.77063539,43.84819546,43.94350315,44.06971991,44.19061404,44.11171462,44.3985216,44.244459,44.24269422
Europe & Central Asia (excluding high income),ECA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.27389475,45.09274883,44.64922085,44.78990573,44.76157005,44.73560706,44.63962559,44.66372373,45.0758269,44.96377053,45.03887215,45.35283725,45.33546001,45.12453408,45.14003692,45.25795278,45.13032572,44.92474049,44.98060042,44.89699654,44.8172047,44.76746779,44.63792666,44.47310722,44.40096255,44.35610696,44.29250092,44.28624263,44.30173728,44.24252764,44.3095298,44.06581308,43.97148383
Europe & Central Asia,ECS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.51271048,43.55573062,43.45679336,43.64234832,43.72157801,43.80652464,43.85795483,43.9697941,44.32643845,44.39665322,44.48285228,44.70270952,44.79011812,44.79705541,44.89200195,45.02756413,45.02461438,45.00939028,45.18079696,45.21658396,45.27914522,45.34632913,45.3662529,45.36017163,45.33944574,45.36550116,45.37618217,45.39156363,45.44960133,45.44660358,45.61308582,45.61864469,45.58910563
Ecuador,ECU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.73493588,37.78452427,37.82758201,38.028575,38.09321061,38.11853631,38.02587108,39.21287063,37.84790068,36.41127519,36.91925398,37.41890495,37.90903388,39.37168903,39.0481447,39.07253827,39.20283474,39.39063316,39.09925878,38.60456702,38.39837897,38.80432942,38.95874878,38.37623706,39.83278882,41.24991732,41.51778395,41.16136619,41.4000176,40.51133537,41.20474216,41.58997222,41.02597923
"Egypt, Arab Rep.",EGY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.93153667,24.53969575,23.4415754,23.78594338,22.80973335,22.35024601,21.89143399,21.43669283,21.58876849,22.05967738,22.59873506,21.00740613,21.36239242,21.72807227,22.106427,22.49916046,24.17972945,22.86282326,23.75250002,23.31573759,22.9040377,23.00611164,23.55318152,23.86637943,24.07538374,24.51928224,24.47034285,21.09569744,18.64823849,17.42407284,18.00825524,18.41139385,18.59818952
Euro area,EMU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.7126013,40.95099602,41.13275267,41.45914029,41.7466686,41.97914603,42.15763269,42.38416926,42.73299615,42.98468391,43.10372347,43.38003363,43.71599162,43.95195061,44.21162897,44.45763469,44.64271997,44.84610469,45.16382496,45.36558971,45.55714334,45.76488101,45.92818885,46.06257247,46.10335356,46.21525497,46.2577398,46.29128679,46.40882536,46.41739195,46.66634038,46.71693068,46.74269189
Eritrea,ERI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.41942032,46.33038531,46.2205067,46.15469554,45.98063106,46.00494904,46.12049886,46.38158526,46.89082276,47.21619092,47.47630807,47.66840164,47.8043719,47.95730774,48.15275832,48.09666781,48.04097942,47.87284469,47.77099033,47.66634727,47.51567622,47.35943281,47.15151483,47.16756171,46.93911566,46.98842445,46.91657561,46.94674322,46.96030882,46.86611474,46.89132492,46.8065805,46.81376143
Spain,ESP,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.71812839,35.72176209,36.23826371,37.2263009,37.82746581,38.10508463,38.51267842,38.61169899,38.89676116,39.56135816,38.95223511,40.11359304,40.57694471,41.09992883,41.46121628,42.03046643,42.43365766,43.01462319,43.87329993,44.43719398,45.00631227,45.54662486,45.8758157,46.03154703,46.15126626,46.36501511,46.36243574,46.36781054,46.61221124,46.63530567,47.07988631,47.00352801,46.94069376
Estonia,EST,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.41370921,46.98255008,47.3164099,47.39520366,47.51207839,47.83992382,48.4291089,47.88851527,48.12675961,48.71277148,48.73785619,48.78253581,48.47165669,49.28851874,49.83844959,49.15122708,48.58946097,48.78414376,48.99769605,49.47682385,49.27302947,49.01203705,48.93022243,48.33971268,48.65260452,48.38868855,48.2865256,48.29934196,48.48778698,48.34448187,48.78119559,49.21795437,49.46946039
Ethiopia,ETH,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.62460142,43.55710408,43.51694434,43.47963153,43.72504646,43.95380815,44.16547241,44.37150949,44.58392702,44.7816382,44.9552211,45.12797966,45.30294774,45.47875381,45.66014928,45.65628904,45.66133778,45.67622084,45.69885013,45.72604206,45.75367922,45.78235643,45.81690659,45.93384207,46.05446,46.16114471,46.2722655,46.38559309,46.49729411,46.51057012,46.67812814,46.76373275,46.80684238
European Union,EUU,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.13413028,42.31975056,42.44098402,42.66945039,42.82588433,42.94293952,43.09557586,43.26878392,43.56428373,43.77804468,43.86749732,43.98995689,44.20292844,44.35002212,44.50937193,44.6812389,44.79476448,44.91445232,45.16359732,45.30668094,45.4873535,45.66177784,45.78242608,45.88037628,45.89082786,45.966348,46.00739041,46.03039165,46.08967962,46.05871431,46.32080821,46.43438389,46.44138203
Fragile and conflict affected situations,FCS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.49306547,43.45409333,43.36542619,43.32797543,43.38775174,43.36119921,43.31684081,43.31207308,43.32217346,43.31476161,43.29598767,43.21871929,43.11138217,43.06248195,43.0638501,42.93132388,42.83110267,42.6975714,42.57078127,42.42901414,42.37505567,42.35273144,42.35280671,42.27506869,42.31436079,42.21136177,41.98198295,41.89386703,41.74689902,41.66733741,41.71760647,40.90446716,41.04672928
Finland,FIN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.10090946,47.05507161,47.00987205,46.94204135,47.46361363,47.74708729,47.27918036,47.36584085,47.69991153,47.60087475,47.75986333,47.93588056,47.79325817,47.93690714,48.17052696,48.17421195,48.22987443,48.0004978,48.39599141,47.98196533,47.80862871,48.05227985,48.11697959,48.20641146,48.27933101,47.96742205,47.87224055,47.95982416,47.85249678,47.67939468,47.65279252,48.26300183,48.45383086
Fiji,FJI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8917137,32.88960374,32.87609369,32.86904644,32.85092887,32.85373876,32.58170679,32.30102399,32.02523756,31.74745081,31.46526256,31.18169326,30.89446707,30.60279394,30.30872708,31.20242609,32.07655802,32.98642042,33.9322583,34.86482436,35.77912407,35.48739601,35.20033635,34.92513627,34.06532665,33.20123139,33.33981663,33.45879156,33.50798142,33.52152357,33.58514521,33.66034263,33.80800688
France,FRA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.93367409,44.22736096,44.69310097,44.95820824,45.23539486,45.34034707,45.31360559,45.61386633,45.70191575,45.91157145,45.89665071,45.92094377,46.5042158,46.47106466,46.93730071,47.06209849,47.31460178,47.42269047,47.5949357,47.68900374,47.7891672,47.82058996,47.88784062,48.0883806,48.12569923,48.22175861,48.17567574,48.30249759,48.44236938,48.4961849,48.82875356,48.85391642,49.02900703
Faroe Islands,FRO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.05298968,38.96410475,38.89969229,38.86756812,38.85234052,38.83208375,38.8444128,38.88252818,38.93765154,39.01067389,39.10477698,39.20435924,39.30932745,39.40302297,39.46957594,39.61898341,39.73350659,39.81208639,39.85174621,39.84777749,39.87370662,39.88297131,39.86809325,39.84873584,39.85424971,39.67619937,39.55950752,39.48761183,39.4516912,39.44025821,39.76807412,39.65667045,39.82904034
United Kingdom,GBR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.44074881,43.75476521,44.17216557,44.30729925,44.38917549,44.66631622,44.86240667,44.93370673,45.26859091,45.40147917,45.53889854,45.79170623,45.61042892,45.86962469,45.91954204,45.98180023,45.88215047,45.89407303,46.14835113,46.1954604,46.28535478,46.30555371,46.45586358,46.58442844,46.64602672,46.7131212,46.94070805,46.97954703,47.19668729,47.60753476,47.86305561,47.65136744,47.61064651
Georgia,GEO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.29550094,47.42919945,47.59277965,47.7752823,47.72812964,47.59379355,47.49420871,47.4900768,48.28391397,47.14144209,48.22597499,47.34352766,47.86573822,48.13075493,47.78330587,47.10289793,47.27159295,46.39023066,45.89779817,46.15817354,45.85222924,45.77893298,45.32725421,45.68559403,46.31949672,45.7641399,46.36227751,47.11259769,47.01249222,47.11560662,47.462126,47.17918195,47.14371377
Ghana,GHA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.80307032,50.65610299,50.49757607,50.37744465,50.29555467,50.20764338,50.10073884,49.97801888,49.86143111,49.73870012,49.58374568,49.42595039,49.272006,49.12007311,48.96957447,48.81814327,48.66938298,48.52247581,48.37714662,48.23303485,48.08967546,47.95337329,47.81568643,47.67523897,47.53422995,47.59094382,47.66223625,47.74329291,47.83108648,47.83161787,48.02857401,47.95125161,47.96154258
Gibraltar,GIB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.29791709,51.08393093,50.90841869,50.77429994,50.66407698,50.45315346,50.48607555,50.58868285,50.5923482,50.71036551,50.90637192,51.04987362,50.60361985,50.18353385,49.80705173,49.3975261,48.90504423,48.37136548,47.82191524,47.25633138,46.67035118,46.07679064,45.4730671,44.84606673,44.18819261,43.506545,42.8152563,42.11098169,41.38707633,41.2950502,41.14084825,41.38657126,41.32502364
"Gambia, The",GMB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.3754452,40.07907674,39.8754687,40.08911876,40.33895949,40.59852006,40.85389187,41.11012748,41.36539788,41.61651434,41.86357842,42.10812521,42.3112852,42.47474983,42.6297241,42.77747007,42.91179874,43.03696246,43.15785637,43.27658074,43.39128331,43.50985301,44.07784753,44.64495727,45.21331462,45.78044434,46.3491457,46.91399221,46.94807517,46.91688422,47.1734073,46.92779542,47.00415035
Guinea-Bissau,GNB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.09193648,44.0952102,44.09260408,44.11065761,44.16697468,44.09359785,44.08031881,44.14759466,44.25506759,44.32730885,44.39352445,44.46925543,44.55486918,44.64987758,44.75458201,44.79790902,44.84670899,44.89760503,44.94436232,44.98520752,44.9683485,44.96219585,44.96138313,44.96691871,44.98084105,44.97244644,44.98025376,45.00699492,45.05715104,45.00938849,45.10146843,44.90047635,44.89008992
Equatorial Guinea,GNQ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.39796593,44.34194232,44.29094994,44.18431414,44.03562437,43.94927441,43.91671924,43.89191136,43.83464807,43.74669712,43.61921478,43.47891122,43.30304666,43.10321718,42.90717798,42.82322371,42.78882767,42.76753892,42.7522521,42.75050382,42.64778867,42.5149686,42.3939805,42.27868461,42.19075566,42.05500822,41.99703193,41.97468464,41.97997505,41.91803523,42.34993028,42.12671282,42.34954051
Greece,GRC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.65145773,35.40040531,35.58051127,35.80883823,36.17078619,36.95496207,37.09825174,38.0762288,38.67546447,38.75026503,38.57908326,38.93075886,39.24981186,39.9796401,40.12661894,40.31624262,40.37640211,40.45809845,41.24853341,41.85591903,42.38841369,42.97883289,43.09382879,43.78787942,44.40320787,44.59113155,44.50521241,44.30141735,44.44298806,44.39089212,44.79585234,44.7121188,44.86888256
Grenada,GRD,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.01238795,32.20599981,32.34687677,32.50740745,32.73993361,32.81995862,33.01537764,33.26108084,33.43061351,33.56718305,33.64743182,33.8097884,33.90318098,34.05581779,34.21687737,34.38790421,34.57059444,34.76526576,34.97260718,35.19122411,33.40626635,35.33214549,33.70877991,33.67224218,32.44413272,33.30503673,32.43622397,32.45742421,32.06465657,32.68322144,33.23892707,34.39368013,34.48160547
Guam,GUM,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.401935,38.9797171,39.54795222,40.13156991,40.73831814,41.3624251,41.97829357,42.59054225,43.20864968,43.73911437,43.76868043,43.11583464,42.65584489,42.16462514,44.31419514,43.45859335,41.23118453,41.93048452,42.59465177,45.30748283,44.24309714,44.39504939,44.51952542,44.6431833,44.72482733,44.77021116,44.84036488,44.82664907,44.94595573,44.93180692,45.16264401,45.13372071,45.19772603
Guyana,GUY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.47330418,32.97718443,33.42780892,33.12704307,32.82436001,32.51943389,32.21452116,31.90748837,31.59059584,31.27002959,30.94897993,30.62723354,31.10208639,31.6383091,32.18813728,32.74403777,33.30370701,33.87006024,34.44269433,35.02477496,35.61580997,36.21312154,36.91554193,37.71781743,38.51820509,39.32138828,40.12823727,40.39739494,40.25385058,40.61335647,41.25649497,40.19496666,40.40949153
High income,HIC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.83658024,41.94374404,42.03299539,42.29448329,42.41893679,42.55195895,42.74232953,42.80573385,42.98430992,43.10017262,43.19707118,43.28182239,43.41386661,43.51990144,43.62708341,43.69267479,43.69086132,43.75576051,43.89882466,43.93373893,43.96816952,43.98374731,44.01760426,44.09119547,44.06564919,44.11951866,44.20459581,44.28929892,44.4250244,44.48559555,44.70291207,44.81855022,44.93258493
"Hong Kong SAR, China",HKG,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.30662058,36.92884277,37.1655089,37.80523958,38.46465158,38.95256798,39.33432846,39.90224323,40.62582957,41.36297635,42.44770513,43.45617784,43.72762154,44.18676951,44.68425501,45.29852134,45.90077064,46.40848383,46.75719581,46.66926106,47.39263033,47.72658585,48.13994098,48.45438103,48.69447387,48.89182345,49.17221969,49.15289936,49.50303285,49.66811191,49.85807131,49.70814527,49.78126041
Honduras,HND,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.12981653,33.41243874,33.72351162,33.64803716,33.92915217,33.94501433,34.11973736,34.2245737,34.07623043,33.5467924,33.5008883,33.4613965,33.42710111,33.40128851,33.38166015,31.94254872,31.89362406,32.90305873,33.44307844,34.23737527,33.01171931,32.58601142,34.4319585,35.64754749,36.10900632,36.04757757,35.35243392,37.52774554,36.27587307,39.24380707,39.43414486,39.54451069,39.60012404
Heavily indebted poor countries (HIPC),HPC,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.87546909,44.85774549,44.82603843,44.85637366,44.95976765,44.98298659,44.99419849,45.01826257,45.06487506,45.10772216,45.1548334,45.17519314,45.1740486,45.19719975,45.21722032,45.13737408,45.08592287,45.03944267,44.96750747,44.90587283,44.85010237,44.77998658,44.81331296,44.86068435,44.88235766,44.95670096,45.00295104,45.02490535,44.97347585,44.9848713,45.08935143,44.75738272,44.81117061
Croatia,HRV,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.43760111,42.66706474,42.85072923,43.015484,43.21127416,43.4564323,43.7290565,44.01519514,44.32110341,44.64205709,44.93178206,45.18478033,44.7533546,44.80539966,45.09965904,45.67007861,44.7863271,45.19017314,46.11705604,45.97906055,45.04218188,45.32775491,45.79592536,46.24556503,46.30144859,46.04373467,45.86337441,46.11548545,45.80093029,45.30297183,45.7271799,46.29382286,47.08042319
Haiti,HTI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.58351815,43.8231094,44.07084317,44.32604255,44.59300717,44.83473202,45.08886082,45.35587325,45.63715649,45.93206642,46.01518894,46.09938082,46.18669386,46.27465921,46.36511547,46.45661179,46.54852212,46.64106298,46.73302635,46.79636589,47.11963856,47.16176409,47.3542942,47.56462379,47.6696336,47.76206853,47.88541337,47.97372638,47.87189223,47.89718639,48.25149574,47.1369917,47.3510181
Hungary,HUN,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.41790531,45.3929676,45.23702919,44.76000582,43.53721175,43.77777226,43.45695365,44.36611758,44.57876165,44.65815236,44.63903394,44.88181325,45.21024539,45.33978543,45.60596916,45.4191315,45.2421181,45.33131583,45.44389469,45.94430186,45.82764144,46.01478413,45.6858426,45.69116072,45.62185982,45.46021897,45.26351062,45.1277892,44.82986928,44.72667152,46.52259094,46.62987911,46.45200396
IBRD only,IBD,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.00110109,39.01910735,38.95622816,39.01795577,39.02300226,38.98965795,38.96135574,38.97172171,38.99247068,38.9691165,38.95494588,38.9392624,38.95020139,38.92341684,38.97494369,38.86541055,38.84199143,38.66405637,38.57838702,38.38176622,38.29127914,38.23140313,38.19456228,38.18540961,38.23167981,38.29389207,38.33434735,38.34823563,38.40129305,38.14287647,38.41252705,38.31689322,38.81782518
IDA & IBRD total,IBT,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8427545,38.85504602,38.82092233,38.88990925,38.88499524,38.86411681,38.84939809,38.87906966,38.90191091,38.8908068,38.87554751,38.8628798,38.8850561,38.87674264,38.93690402,38.85667055,38.84733345,38.71966883,38.67250632,38.53599236,38.48477777,38.45105863,38.45580769,38.48151436,38.55856408,38.61684724,38.67444542,38.68126845,38.75022675,38.55791734,38.81258551,38.69003843,39.09227469
IDA total,IDA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.06131082,38.05253126,38.16674049,38.27730262,38.22922648,38.27468411,38.32821269,38.45144563,38.48635265,38.53467518,38.51960982,38.52549331,38.60113438,38.67580873,38.77505149,38.81984502,38.86963569,38.9490591,39.05571235,39.15385524,39.24969968,39.30865102,39.46110005,39.6071389,39.7820363,39.80701715,39.90153415,39.8610784,39.96289139,39.95050287,40.14705776,39.91164529,39.98531557
IDA blend,IDB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.53529282,34.69699919,35.06657839,35.28236926,34.90438062,35.08752045,35.28887589,35.43909331,35.53260668,35.59436432,35.51369575,35.48747886,35.70457981,35.90309503,36.1552557,36.40000428,36.46251034,36.55069945,36.73804934,36.90572742,37.00497507,37.01913132,37.05498476,37.12022276,37.11290467,36.87491596,36.65072634,36.39738841,36.74737208,36.79429868,36.94848354,36.87783142,36.94323398
